날짜,지점,발생건수(건)
20160510,충북,1325
20160511,충북,1333
20160512,충북,1296
20160513,충북,1427
20160514,충북,693
20160515,충북,175
20160516,충북,2051
20160517,충북,1251
20160518,충북,1265
20160519,충북,1293
20160520,충북,1389
20160521,충북,1115
20160522,충북,165
20160523,충북,1831
20160524,충북,1271
20160525,충북,1200
20160526,충북,1346
20160527,충북,1296
20160528,충북,1054
20160529,충북,150
20160530,충북,1696
20160531,충북,1186
20160601,충북,1134
20160602,충북,1092
20160603,충북,1219
20160604,충북,983
20160605,충북,132
20160606,충북,462
20160607,충북,1587
20160608,충북,1054
20160609,충북,991
20160610,충북,1054
20160611,충북,811
20160612,충북,129
20160613,충북,1288
20160614,충북,952
20160615,충북,875
20160616,충북,923
20160617,충북,1000
20160618,충북,768
20160619,충북,93
20160620,충북,1322
20160621,충북,923
20160622,충북,922
20160623,충북,904
20160624,충북,940
20160625,충북,721
20160626,충북,127
20160627,충북,1268
20160628,충북,881
20160629,충북,857
20160630,충북,895
20160701,충북,923
20160702,충북,802
20160703,충북,90
20160704,충북,1074
20160705,충북,912
20160706,충북,755
20160707,충북,879
20160708,충북,846
20160709,충북,631
20160710,충북,95
20160711,충북,1152
20160712,충북,809
20160713,충북,828
20160714,충북,800
20160715,충북,888
20160716,충북,668
20160717,충북,138
20160718,충북,1123
20160719,충북,818
20160720,충북,880
20160721,충북,865
20160722,충북,913
20160723,충북,706
20160724,충북,118
20160725,충북,1149
20160726,충북,829
20160727,충북,779
20160728,충북,796
20160729,충북,928
20160730,충북,591
20160731,충북,105
20160801,충북,1124
20160802,충북,695
20160803,충북,716
20160804,충북,721
20160805,충북,821
20160806,충북,558
20160807,충북,112
20160808,충북,1145
20160809,충북,796
20160810,충북,780
20160811,충북,711
20160812,충북,826
20160813,충북,578
20160814,충북,98
20160815,충북,273
20160816,충북,1138
20160817,충북,798
20160818,충북,853
20160819,충북,870
20160820,충북,665
20160821,충북,112
20160822,충북,1188
20160823,충북,837
20160824,충북,801
20160825,충북,862
20160826,충북,925
20160827,충북,802
20160828,충북,149
20160829,충북,1458
20160830,충북,993
20160831,충북,967
20160901,충북,1031
20160902,충북,1062
20160903,충북,918
20160904,충북,153
20160905,충북,1402
20160906,충북,1117
20160907,충북,989
20160908,충북,1095
20160909,충북,1292
20160910,충북,1075
20160911,충북,192
20160912,충북,1823
20160913,충북,1581
20160914,충북,426
20160915,충북,128
20160916,충북,305
20160917,충북,1030
20160918,충북,216
20160919,충북,1820
20160920,충북,1291
20160921,충북,1207
20160922,충북,1218
20160923,충북,1206
20160924,충북,1028
20160925,충북,151
20160926,충북,1649
20160927,충북,1097
20160928,충북,1059
20160929,충북,1215
20160930,충북,1280
20161001,충북,1213
20161002,충북,156
20161003,충북,553
20161004,충북,1671
20161005,충북,1159
20161006,충북,1189
20161007,충북,1285
20161008,충북,1167
20161009,충북,197
20161010,충북,1858
20161011,충북,1284
20161012,충북,1218
20161013,충북,1245
20161014,충북,1347
20161015,충북,1151
20161016,충북,181
20161017,충북,1756
20161018,충북,1232
20161019,충북,1205
20161020,충북,1322
20161021,충북,1413
20161022,충북,1178
20161023,충북,184
20161024,충북,1896
20161025,충북,1254
20161026,충북,1295
20161027,충북,1322
20161028,충북,1448
20161029,충북,1266
20161030,충북,183
20161031,충북,1974
20161101,충북,1452
20161102,충북,1434
20161103,충북,1517
20161104,충북,1638
20161105,충북,1327
20161106,충북,235
20161107,충북,2033
20161108,충북,1445
20161109,충북,1364
20161110,충북,1441
20161111,충북,1607
20161112,충북,1288
20161113,충북,231
20161114,충북,2011
20161115,충북,1444
20161116,충북,1426
20161117,충북,1454
20161118,충북,1534
20161119,충북,1363
20161120,충북,232
20161121,충북,2114
20161122,충북,1508
20161123,충북,1445
20161124,충북,1473
20161125,충북,1725
20161126,충북,1426
20161127,충북,238
20161128,충북,2244
20161129,충북,1651
20161130,충북,1555
20161201,충북,1743
20161202,충북,1784
20161203,충북,1672
20161204,충북,287
20161205,충북,2456
20161206,충북,1633
20161207,충북,1715
20161208,충북,1650
20161209,충북,1817
20161210,충북,1505
20161211,충북,264
20161212,충북,2459
20161213,충북,1765
20161214,충북,1707
20161215,충북,1883
20161216,충북,2008
20161217,충북,1632
20161218,충북,270
20161219,충북,2522
20161220,충북,1870
20161221,충북,1717
20161222,충북,1822
20161223,충북,1748
20161224,충북,1574
20161225,충북,201
20161226,충북,2238
20161227,충북,1627
20161228,충북,1563
20161229,충북,1547
20161230,충북,1641
20161231,충북,1162
20170101,충북,221
20170102,충북,1961
20170103,충북,1345
20170104,충북,1284
20170105,충북,1265
20170106,충북,1325
20170107,충북,1005
20170108,충북,113
20170109,충북,1543
20170110,충북,1068
20170111,충북,1036
20170112,충북,1099
20170113,충북,1198
20170114,충북,837
20170115,충북,127
20170116,충북,1547
20170117,충북,1122
20170118,충북,1088
20170119,충북,1135
20170120,충북,1040
20170121,충북,937
20170122,충북,117
20170123,충북,1610
20170124,충북,1175
20170125,충북,1248
20170126,충북,1587
20170127,충북,328
20170128,충북,93
20170129,충북,181
20170130,충북,722
20170131,충북,1600
20170201,충북,1176
20170202,충북,1063
20170203,충북,1224
20170204,충북,929
20170205,충북,135
20170206,충북,1552
20170207,충북,1146
20170208,충북,1086
20170209,충북,1052
20170210,충북,1155
20170211,충북,913
20170212,충북,138
20170213,충북,1583
20170214,충북,1136
20170215,충북,1084
20170216,충북,1082
20170217,충북,1284
20170218,충북,987
20170219,충북,119
20170220,충북,1553
20170221,충북,1108
20170222,충북,976
20170223,충북,1245
20170224,충북,1308
20170225,충북,994
20170226,충북,128
20170227,충북,1625
20170228,충북,1223
20170301,충북,493
20170302,충북,1374
20170303,충북,1169
20170304,충북,925
20170305,충북,116
20170306,충북,1484
20170307,충북,1033
20170308,충북,1033
20170309,충북,1021
20170310,충북,1145
20170311,충북,1064
20170312,충북,148
20170313,충북,1637
20170314,충북,1190
20170315,충북,1132
20170316,충북,1246
20170317,충북,1375
20170318,충북,1204
20170319,충북,178
20170320,충북,1870
20170321,충북,1389
20170322,충북,1265
20170323,충북,1432
20170324,충북,1473
20170325,충북,1278
20170326,충북,245
20170327,충북,1944
20170328,충북,1387
20170329,충북,1331
20170330,충북,1332
20170331,충북,1444
20170401,충북,1316
20170402,충북,184
20170403,충북,1932
20170404,충북,1381
20170405,충북,1283
20170406,충북,1441
20170407,충북,1517
20170408,충북,1163
20170409,충북,213
20170410,충북,1930
20170411,충북,1346
20170412,충북,1313
20170413,충북,1421
20170414,충북,1500
20170415,충북,1211
20170416,충북,174
20170417,충북,1783
20170418,충북,1343
20170419,충북,1239
20170420,충북,1406
20170421,충북,1525
20170422,충북,1243
20170423,충북,203
20170424,충북,2006
20170425,충북,1478
20170426,충북,1425
20170427,충북,1479
20170428,충북,1644
20170429,충북,1261
20170430,충북,220
20170501,충북,1918
20170502,충북,1728
20170503,충북,441
20170504,충북,1801
20170505,충북,277
20170506,충북,1163
20170507,충북,186
20170508,충북,1953
20170509,충북,874
20170510,충북,1264
20170511,충북,1143
20170512,충북,1124
20170513,충북,970
20170514,충북,132
20170515,충북,1579
20170516,충북,1101
20170517,충북,1010
20170518,충북,1041
20170519,충북,1165
20170520,충북,908
20170521,충북,142
20170522,충북,1592
20170523,충북,1085
20170524,충북,960
20170525,충북,1012
20170526,충북,1217
20170527,충북,890
20170528,충북,119
20170529,충북,1419
20170530,충북,1012
20170531,충북,953
20170601,충북,1036
20170602,충북,1154
20170603,충북,891
20170604,충북,139
20170605,충북,1511
20170606,충북,297
20170607,충북,1220
20170608,충북,990
20170609,충북,991
20170610,충북,786
20170611,충북,103
20170612,충북,1362
20170613,충북,941
20170614,충북,908
20170615,충북,916
20170616,충북,1045
20170617,충북,746
20170618,충북,95
20170619,충북,1235
20170620,충북,957
20170621,충북,805
20170622,충북,836
20170623,충북,962
20170624,충북,718
20170625,충북,111
20170626,충북,1314
20170627,충북,838
20170628,충북,792
20170629,충북,841
20170630,충북,851
20170701,충북,735
20170702,충북,117
20170703,충북,1092
20170704,충북,801
20170705,충북,712
20170706,충북,744
20170707,충북,881
20170708,충북,628
20170709,충북,107
20170710,충북,1004
20170711,충북,817
20170712,충북,693
20170713,충북,808
20170714,충북,797
20170715,충북,719
20170716,충북,90
20170717,충북,1029
20170718,충북,802
20170719,충북,715
20170720,충북,748
20170721,충북,781
20170722,충북,577
20170723,충북,90
20170724,충북,1017
20170725,충북,803
20170726,충북,773
20170727,충북,785
20170728,충북,900
20170729,충북,625
20170730,충북,116
20170731,충북,996
20170801,충북,763
20170802,충북,686
20170803,충북,661
20170804,충북,704
20170805,충북,468
20170806,충북,91
20170807,충북,932
20170808,충북,657
20170809,충북,638
20170810,충북,692
20170811,충북,662
20170812,충북,479
20170813,충북,73
20170814,충북,836
20170815,충북,209
20170816,충북,1035
20170817,충북,736
20170818,충북,821
20170819,충북,688
20170820,충북,107
20170821,충북,1094
20170822,충북,796
20170823,충북,672
20170824,충북,712
20170825,충북,813
20170826,충북,652
20170827,충북,108
20170828,충북,1181
20170829,충북,894
20170830,충북,858
20170831,충북,893
20170901,충북,1069
20170902,충북,809
20170903,충북,146
20170904,충북,1289
20170905,충북,967
20170906,충북,845
20170907,충북,938
20170908,충북,1064
20170909,충북,924
20170910,충북,127
20170911,충북,1401
20170912,충북,1003
20170913,충북,981
20170914,충북,1070
20170915,충북,1070
20170916,충북,1004
20170917,충북,182
20170918,충북,1461
20170919,충북,1121
20170920,충북,1077
20170921,충북,1097
20170922,충북,1163
20170923,충북,955
20170924,충북,151
20170925,충북,1546
20170926,충북,1154
20170927,충북,1077
20170928,충북,1135
20170929,충북,1439
20170930,충북,1197
20171001,충북,187
20171002,충북,1779
20171003,충북,307
20171004,충북,81
20171005,충북,228
20171006,충북,733
20171007,충북,798
20171008,충북,165
20171009,충북,541
20171010,충북,1354
20171011,충북,961
20171012,충북,987
20171013,충북,1050
20171014,충북,874
20171015,충북,95
20171016,충북,1306
20171017,충북,956
20171018,충북,933
20171019,충북,979
20171020,충북,1119
20171021,충북,965
20171022,충북,178
20171023,충북,1616
20171024,충북,1098
20171025,충북,1108
20171026,충북,1230
20171027,충북,1350
20171028,충북,1074
20171029,충북,170
20171030,충북,1800
20171031,충북,1322
20171101,충북,1274
20171102,충북,1282
20171103,충북,1378
20171104,충북,1260
20171105,충북,196
20171106,충북,1854
20171107,충북,1265
20171108,충북,1264
20171109,충북,1309
20171110,충북,1382
20171111,충북,1174
20171112,충북,158
20171113,충북,1967
20171114,충북,1407
20171115,충북,1299
20171116,충북,1376
20171117,충북,1479
20171118,충북,1305
20171119,충북,229
20171120,충북,1995
20171121,충북,1342
20171122,충북,1374
20171123,충북,1401
20171124,충북,1420
20171125,충북,1230
20171126,충북,214
20171127,충북,1947
20171128,충북,1362
20171129,충북,1266
20171130,충북,1366
20171201,충북,1481
20171202,충북,1294
20171203,충북,203
20171204,충북,1950
20171205,충북,1344
20171206,충북,1269
20171207,충북,1422
20171208,충북,1447
20171209,충북,1238
20171210,충북,206
20171211,충북,1873
20171212,충북,1302
20171213,충북,1355
20171214,충북,1486
20171215,충북,1463
20171216,충북,1287
20171217,충북,229
20171218,충북,2111
20171219,충북,1420
20171220,충북,1437
20171221,충북,1466
20171222,충북,1721
20171223,충북,1443
20171224,충북,167
20171225,충북,560
20171226,충북,2327
20171227,충북,1577
20171228,충북,1630
20171229,충북,1839
20171230,충북,1442
20171231,충북,205
20180101,충북,414
20180102,충북,2287
20180103,충북,1496
20180104,충북,1388
20180105,충북,1611
20180106,충북,1155
20180107,충북,159
20180108,충북,1740
20180109,충북,1203
20180110,충북,1117
20180111,충북,1197
20180112,충북,1205
20180113,충북,1026
20180114,충북,142
20180115,충북,1620
20180116,충북,1202
20180117,충북,1186
20180118,충북,1159
20180119,충북,1254
20180120,충북,926
20180121,충북,154
20180122,충북,1615
20180123,충북,995
20180124,충북,991
20180125,충북,1012
20180126,충북,1081
20180127,충북,862
20180128,충북,109
20180129,충북,1453
20180130,충북,1029
